itemId,name,jobRestriction,slot,requiredLevel,requiredSTR,requiredDEX,requiredINT,requiredLUK,strBonus,dexBonus,intBonus,lukBonus,attackPower,magicPower,accuracy,avoidability,physicalDefense,magicDefense,criticalRate,moveSpeed,attackSpeed,buyPrice,sellPrice,description
THF_GLOVE_003,암행 장갑,THIEF,GLOVE,10,0,10,0,30,0,2,0,4,2,0,0,3,0,0,0,0,0,980,294,밤길 잠입을 위한 장갑. 손바닥에 미끄럼 방지 처리가 되어 벽을 타기 좋다.
THF_GLOVE_004,암살자 장갑,THIEF,GLOVE,15,0,15,0,45,0,3,0,6,3,0,0,4,0,0,0,0,0,1960,588,암살자가 표창을 숨기기 위해 쓰는 장갑. 손목 부분에 작은 수납 공간이 있다.
THF_GLOVE_005,흑풍 장갑,THIEF,GLOVE,20,0,20,0,60,0,4,0,8,5,0,0,6,0,0,0,0,0,3500,1050,흑풍 도적단이 사용했다는 장갑. 표창을 던질 때 손끝에 날카로운 감각이 살아난다.
THF_SHOES_001,낡은 도적 신발,THIEF,SHOES,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,130,39,밑창이 닳은 도적 신발. 조용히 걷는 데는 아직 쓸 만하다.
THF_SHOES_002,견습 도적 신발,THIEF,SHOES,5,0,5,0,15,0,2,0,2,0,0,0,1,0,0,0,0,0,390,117,도적 길드의 기초 훈련용 신발. 낮은 지붕을 오르내리기 쉽게 가볍다.
THF_SHOES_003,암행 신발,THIEF,SHOES,10,0,10,0,30,0,2,0,4,0,0,0,2,0,0,0,1,0,910,273,어두운 골목을 누비는 암행자들의 신발. 발소리를 크게 줄이도록 부드러운 밑창을 사용했다.
THF_SHOES_004,암살자 신발,THIEF,SHOES,15,0,15,0,45,0,3,0,5,0,0,0,3,0,0,0,2,0,1820,546,암살 임무를 위한 신발. 짧은 순간 방향을 바꾸기 쉽게 발목을 단단히 잡아준다.
THF_SHOES_005,흑풍 신발,THIEF,SHOES,20,0,20,0,60,0,4,0,7,0,0,0,4,0,0,0,3,0,3250,975,흑풍 도적단의 전설적인 신발. 착지할 때 거의 소리가 나지 않는다고 한다.
THF_WEAPON_001,연습용 표창,THIEF,WEAPON,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,360,108,나무 과녁에 던지기 위해 만든 연습용 표창. 날은 무디지만 기본 자세를 익히기 좋다.
THF_WEAPON_002,철 표창,THIEF,WEAPON,5,0,5,0,15,0,0,0,2,10,0,0,0,0,0,0,0,0,1080,324,철로 제작된 기본 표창. 무게가 일정해 초보 도적도 다루기 쉽다.
THF_WEAPON_003,강철 표창,THIEF,WEAPON,10,0,10,0,30,0,1,0,4,15,0,0,2,0,0,0,0,0,2520,756,강철을 갈아 만든 표창. 날끝이 단단해 갑옷 틈을 노리기 좋다.
THF_WEAPON_004,암살 표창,THIEF,WEAPON,15,0,15,0,45,0,2,0,6,22,0,0,4,0,0,0,0,0,5040,1512,빛 반사를 줄인 검은 표창. 어둠 속에서 던지면 궤적을 알아보기 어렵다.
THF_WEAPON_005,흑풍 표창,THIEF,WEAPON,20,0,20,0,60,0,5,0,10,30,0,0,6,0,0,0,0,0,9000,2700,검은 바람처럼 날아간다고 전해지는 표창. 숙련된 도적만이 진짜 속도를 끌어낼 수 있다.
PIR_HAT_001,낡은 해적 모자,PIRATE,HAT,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,120,36,바닷바람에 색이 바랜 해적 모자. 챙은 휘었지만 항해의 흔적이 가득하다.
PIR_HAT_002,견습 해적 모자,PIRATE,HAT,5,5,15,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,360,108,신입 선원에게 지급되는 모자. 갑판 위 강한 햇빛을 막기 위해 챙이 넓다.
PIR_HAT_003,항해사 모자,PIRATE,HAT,10,10,30,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,840,252,길을 읽는 항해사들이 쓰는 모자. 안쪽에는 낡은 해도 조각이 숨겨져 있다.
PIR_HAT_004,선장 모자,PIRATE,HAT,15,15,45,0,0,4,8,0,0,0,0,3,0,0,0,0,0,0,1680,504,선장을 상징하는 모자. 금색 실로 수놓은 장식이 바닷빛에 반짝인다.
PIR_HAT_005,캡틴 모자,PIRATE,HAT,20,20,60,0,0,5,10,0,0,0,0,5,0,0,0,0,0,0,3000,900,전설적인 캡틴이 착용했다는 모자. 거친 파도 앞에서도 위엄을 잃지 않는다.
PIR_TOP_001,낡은 해적 재킷,PIRATE,TOP,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,180,54,소금기가 배어 있는 낡은 재킷. 거친 갑판 생활을 견뎌낸 흔적이 남아 있다.
PIR_TOP_002,견습 해적 재킷,PIRATE,TOP,5,5,15,0,0,2,4,0,0,0,0,0,0,6,0,0,0,0,540,162,신입 해적들이 입는 재킷. 주머니가 많아 작은 도구를 넣기 좋다.
PIR_TOP_003,항해사 재킷,PIRATE,TOP,10,10,30,0,0,3,6,0,0,0,0,0,0,10,0,0,0,0,1260,378,항해사가 긴 항로에서 착용하는 재킷. 바람을 막기 위해 옷깃이 높게 올라와 있다.
PIR_TOP_004,선장 재킷,PIRATE,TOP,15,15,45,0,0,4,8,0,0,0,0,0,0,15,0,0,0,0,2520,756,선장의 권위를 나타내는 재킷. 어깨 장식에는 오래된 해적단의 문양이 달려 있다.
PIR_TOP_005,캡틴 재킷,PIRATE,TOP,20,20,60,0,0,5,10,0,0,0,0,0,0,22,0,0,0,0,4500,1350,수많은 전투와 항해를 겪은 캡틴의 재킷. 총성과 파도 소리가 배어 있는 듯하다.
PIR_BOTTOM_001,낡은 해적 바지,PIRATE,BOTTOM,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,160,48,찢어진 부분을 여러 번 기운 해적 바지. 갑판 위에서 미끄러지지 않도록 밑단이 좁다.
PIR_BOTTOM_002,견습 해적 바지,PIRATE,BOTTOM,5,5,15,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,480,144,신입 해적의 활동성을 고려한 바지. 배 위를 뛰어다니기 좋게 가볍다.
PIR_BOTTOM_003,항해사 바지,PIRATE,BOTTOM,10,10,30,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,1120,336,긴 항해를 견디기 위한 바지. 허리춤에 작은 나침반 고리가 달려 있다.
PIR_BOTTOM_004,선장 바지,PIRATE,BOTTOM,15,15,45,0,0,4,7,0,0,0,0,0,0,12,0,0,0,0,2240,672,선장들이 착용하는 단정한 바지. 전투와 의전을 모두 고려해 제작되었다.
PIR_BOTTOM_005,캡틴 바지,PIRATE,BOTTOM,20,20,60,0,0,5,9,0,0,0,0,0,0,18,0,0,0,0,4000,1200,전설적인 캡틴의 이름이 붙은 바지. 오랜 항해에도 흐트러지지 않는 견고함을 지녔다.
PIR_GLOVE_001,낡은 해적 장갑,PIRATE,GLOVE,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,140,42,밧줄을 오래 잡아 손바닥이 거칠어진 장갑. 낡았지만 손에 단단히 감긴다.
PIR_GLOVE_002,견습 해적 장갑,PIRATE,GLOVE,5,5,15,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,420,126,신입 선원들이 밧줄 작업에 쓰는 장갑. 손바닥 부분이 두껍게 덧대어져 있다.
PIR_GLOVE_003,항해사 장갑,PIRATE,GLOVE,10,10,30,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,980,294,항해 장비를 다루기 위한 장갑. 세밀한 조작이 가능하도록 손끝이 부드럽다.
PIR_GLOVE_004,선장 장갑,PIRATE,GLOVE,15,15,45,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,1960,588,선장의 결투용 장갑. 손등에는 작은 금속 장식이 붙어 있다.
PIR_GLOVE_005,캡틴 장갑,PIRATE,GLOVE,20,20,60,0,0,4,8,0,0,5,0,0,0,0,0,0,0,0,3500,1050,캡틴이 총을 쥘 때 사용했다는 장갑. 손목 부분이 단단해 반동을 버티기 좋다.
PIR_SHOES_001,낡은 해적 신발,PIRATE,SHOES,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,130,39,젖은 갑판을 수없이 밟은 신발. 낡았지만 바닥의 마찰감은 아직 남아 있다.
PIR_SHOES_002,견습 해적 신발,PIRATE,SHOES,5,5,15,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,390,117,신입 해적들이 착용하는 신발. 배 위에서 넘어지지 않도록 밑창이 거칠다.
PIR_SHOES_003,항해사 신발,PIRATE,SHOES,10,10,30,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,910,273,장거리 항해를 위한 신발. 긴 시간 서 있어도 발이 쉽게 피로해지지 않는다.
PIR_SHOES_004,선장 신발,PIRATE,SHOES,15,15,45,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,1820,546,선장이 갑판 위에서 착용하는 신발. 묵직한 굽이 권위 있는 걸음을 만들어준다.
PIR_SHOES_005,캡틴 신발,PIRATE,SHOES,20,20,60,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,3250,975,전설적인 캡틴의 항해에 함께했다는 신발. 거친 파도 속에서도 균형을 잃지 않는다.
PIR_WEAPON_001,연습용 권총,PIRATE,WEAPON,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,360,108,사격 훈련을 위해 만든 단순한 권총. 반동이 약해 초보자도 다루기 쉽다.
PIR_WEAPON_002,낡은 권총,PIRATE,WEAPON,5,5,15,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,1080,324,오래된 해적선에서 발견된 권총. 녹슨 부분이 있지만 방아쇠는 아직 부드럽게 움직인다.
PIR_WEAPON_003,개량 권총,PIRATE,WEAPON,10,10,30,0,0,1,4,0,0,15,0,0,0,0,0,0,0,20,2520,756,기존 권총을 손봐 명중 안정성을 높인 무기. 총열이 짧아 빠르게 꺼내 쏘기 좋다.
PIR_WEAPON_004,강철 권총,PIRATE,WEAPON,15,15,45,0,0,2,6,0,0,22,0,0,0,0,0,0,0,30,5040,1512,강철 부품으로 보강한 권총. 강한 화약에도 흔들리지 않는 견고함을 지녔다.
PIR_WEAPON_005,캡틴의 권총,PIRATE,WEAPON,20,20,60,0,0,5,10,0,0,30,0,0,0,0,0,0,0,50,9000,2700,전설적인 캡틴이 사용했다는 권총. 손잡이에 새겨진 항로 문양이 희미하게 빛난다.
